iter	Logloss
115	0.3182294869
116	0.3181714016
117	0.31781077
118	0.3173100851
119	0.3164349231
120	0.3158783983
121	0.3155014545
122	0.3147845367
123	0.3143889305
124	0.314281057
125	0.313742136
126	0.312669645
127	0.3126017778
128	0.3117589144
129	0.3108976956
130	0.3106628128
131	0.3101835349
132	0.3096181108
133	0.3088431648
134	0.3087232824
135	0.3085624286
136	0.3081313792
137	0.3078700748
138	0.307348166
139	0.3068867441
140	0.3063265491
141	0.3058337494
142	0.3049143385
143	0.3046718472
144	0.3037877831
145	0.3031985505
146	0.3025066211
147	0.3016950577
148	0.3016799229
149	0.3016513111
150	0.3007674819
151	0.3000461272
152	0.2998345978
153	0.2990232253
154	0.2986434054
155	0.298205557
156	0.2977192456
157	0.2977192061
158	0.2977186496
159	0.2969952199
160	0.2969681775
161	0.2967092264
162	0.296113597
163	0.296099948
164	0.2956364886
165	0.2956236783
166	0.2952511955
167	0.294671931
168	0.2939895082
169	0.2939774522
170	0.2939661036
171	0.2939554197
172	0.2935614303
173	0.2930724063
174	0.2927812893
175	0.2915667021
176	0.2908676758
177	0.290259181
178	0.2896242615
179	0.2893276714
180	0.2892078833
181	0.2888468443
182	0.2885468064
183	0.2878887967
184	0.2872594822
185	0.2872492364
186	0.2864575122
187	0.2862015786
188	0.2858073776
189	0.2854852637
190	0.2851645605
191	0.2849212092
192	0.2844957971
193	0.2841292832
194	0.2840180717
195	0.2836582942
196	0.2831619311
197	0.2827949758
198	0.2823870969
199	0.2818754781
200	0.2813978189
201	0.2813380865
202	0.2807058257
203	0.2802709683
204	0.279780824
205	0.2797438613
206	0.2794570569
207	0.2790376199
208	0.2788514545
209	0.2784798997
210	0.2778444542
211	0.2772671617
212	0.2768549124
213	0.2767259666
214	0.2764849313
215	0.276397211
216	0.2762493206
217	0.2762411122
218	0.2757332262
219	0.2754677195
220	0.2749316219
221	0.274281015
222	0.2737218872
223	0.2732734435
224	0.2728424507
225	0.272319845
226	0.2721742038
227	0.2716664073
228	0.2713112967
229	0.271026836
230	0.2703541339
231	0.2700995396
232	0.2694695898
233	0.2689963577
234	0.2685735242
235	0.2677211767
236	0.2677005872
237	0.2674312576
238	0.266959474
239	0.2663965528
240	0.2657724343
241	0.2657688988
242	0.265343411
243	0.2649308259
244	0.2643845721
245	0.2640694081
246	0.2637909572
247	0.2633254425
248	0.2628076988
249	0.2628007218
250	0.2622498608
251	0.2618375021
252	0.261582253
253	0.2612692129
254	0.2607254604
255	0.2604997745
256	0.2600852727
257	0.2596515482
258	0.2590522585
259	0.2586152078
260	0.2582174171
261	0.2577172449
262	0.2571745279
263	0.2566697932
264	0.2564694536
265	0.2559754591
266	0.2557144802
267	0.2551035124
268	0.2548998983
269	0.2546035953
270	0.2543680047
271	0.2539489152
272	0.2536143161
273	0.2530258435
274	0.252846393
275	0.2523700271
276	0.2516184809
277	0.2513414885
278	0.2509672298
279	0.250684528
280	0.2502196548
281	0.2497608969
282	0.2493239094
283	0.2490707619
284	0.2485605532
285	0.2483724403
286	0.247759456
287	0.2474664676
288	0.2472084763
289	0.2470326035
290	0.2467709857
291	0.2465065925
292	0.2463526813
293	0.2458849459
294	0.2455232093
295	0.2454619492
296	0.2451866044
297	0.244986226
298	0.2444063549
299	0.2440310396
300	0.2435972372
301	0.2429886544
302	0.2426444675
303	0.2423521745
304	0.241764733
305	0.241523672
306	0.2412784231
307	0.2407685989
308	0.2403527865
309	0.2401257007
310	0.2398272158
311	0.2393211879
312	0.2389816815
313	0.2385233868
314	0.2379878093
315	0.2377917283
316	0.2376524821
317	0.2373479309
318	0.2372123443
319	0.2370719679
320	0.2368261721
321	0.2364201539
322	0.236097438
323	0.2358256984
324	0.2355194613
325	0.2353452761
326	0.235229115
327	0.2348130859
328	0.234592407
329	0.2344617805
330	0.2341972055
331	0.2337637809
332	0.2334764709
333	0.2334096727
334	0.2330077386
335	0.2327909549
336	0.2326443949
337	0.2323945447
338	0.2320306358
339	0.2315243695
340	0.2313159388
341	0.2308779266
342	0.2305315525
343	0.2301491593
344	0.2299794658
345	0.2296420495
346	0.2293179098
347	0.2290953217
348	0.2290189836
349	0.2286103584
350	0.2283288129
351	0.2275811682
352	0.227351568
353	0.226952637
354	0.2267855972
355	0.2266754797
356	0.2264936503
357	0.2259323231
358	0.2256406126
359	0.2253281602
360	0.2250498139
361	0.2247472023
362	0.2246966225
363	0.2244543649
364	0.2241516612
365	0.2239550881
366	0.223635515
367	0.223228717
368	0.2228853334
369	0.222282432
370	0.2219537934
371	0.2217418892
372	0.2215934362
373	0.2215467427
374	0.2211564017
375	0.2207757038
376	0.2205044216
377	0.2202752658
378	0.2201077326
379	0.2195648525
380	0.2193314327
381	0.2190248738
382	0.2187929072
383	0.2184770575
384	0.2182986525
385	0.2179044295
386	0.2177774113
387	0.2174168942
388	0.2167904493
389	0.2165529989
390	0.2163080678
391	0.2159744792
392	0.2155066562
393	0.2153406988
394	0.2151445207
395	0.2150842893
396	0.2146136564
397	0.2144007963
398	0.2141086203
399	0.2138570129
400	0.2136572526
401	0.2130413706
402	0.2126402417
403	0.2124250247
404	0.2120252372
405	0.2119585516
406	0.2116417232
407	0.2114793293
408	0.2110450265
409	0.2108631309
410	0.2104648687
411	0.2101602952
412	0.2100508575
413	0.2098985582
414	0.2098593148
415	0.2095583428
416	0.2093554964
417	0.2088729206
418	0.2086238286
419	0.2083817216
420	0.2078251329
421	0.2074775457
422	0.2073530541
423	0.2072174142
424	0.2070108724
425	0.2067882886
426	0.2065337381
427	0.2062470456
428	0.2059483486
429	0.2056113724
430	0.205325372
431	0.2050013889
432	0.2048408237
433	0.2046235329
434	0.2043236583
435	0.2041098719
436	0.2039306128
437	0.2038362182
438	0.203445431
439	0.2030378165
440	0.2028501971
441	0.2026962181
442	0.2025915546
443	0.2023667766
444	0.2018949324
445	0.2017970115
446	0.2016033512
447	0.2012913318
448	0.2011114284
449	0.2007456233
450	0.200650568
451	0.200397983
452	0.2002690199
453	0.2001592877
454	0.2000970546
455	0.1999309239
456	0.1997629956
457	0.199633379
458	0.199407715
459	0.1992994136
460	0.1991563118
461	0.198790604
462	0.1985840316
463	0.1982238347
464	0.1981648088
465	0.1980451095
466	0.1976687552
467	0.1972427993
468	0.1970769669
469	0.1969052471
470	0.1964334835
471	0.1959830467
472	0.195932188
473	0.1957576531
474	0.1954301685
475	0.1952535218
476	0.1949482767
477	0.1946238597
478	0.1943768163
479	0.1941727184
480	0.1937876268
481	0.1936726758
482	0.1934712093
483	0.1932598807
484	0.192982194
485	0.1927554719
486	0.1923949133
487	0.1922635136
488	0.1921049009
489	0.1918821527
490	0.1916814926
491	0.1915584634
492	0.1913563473
493	0.1909992943
494	0.1908624101
495	0.1906086445
496	0.1904865961
497	0.1903984973
498	0.1899559162
499	0.1896134263
500	0.1894056799
501	0.1891544585
502	0.1888805951
503	0.1888171228
504	0.1886191116
505	0.18838545
506	0.1881404368
507	0.1879738722
508	0.187560612
509	0.1872967707
510	0.187058401
511	0.1869225437
512	0.1867412463
513	0.1865850044
514	0.1863391702
515	0.1860537518
516	0.1859036014
517	0.1856257761
518	0.1853133542
519	0.1851646323
520	0.1850589876
521	0.1849134497
522	0.1845387903
523	0.1842544354
524	0.1841339436
525	0.1839540708
526	0.1838243833
527	0.1835906682
528	0.1833552211
529	0.1830616787
530	0.1827290966
531	0.1825438088
532	0.1822709785
533	0.1819654188
534	0.1817329145
535	0.1814678658
536	0.1812632082
537	0.1811738161
538	0.1808802656
539	0.1807519573
540	0.1803358447
541	0.1800787927
542	0.1800061496
543	0.1797522347
544	0.1794119411
545	0.1792698219
546	0.1792158336
547	0.1790612199
548	0.1787505888
549	0.1785722045
550	0.1782044504
551	0.1780677601
552	0.1779490797
553	0.1777504646
554	0.1773679801
555	0.1769170338
556	0.1767283128
557	0.1763458401
558	0.1761226644
559	0.1759149119
560	0.175897121
561	0.1756654799
562	0.1755296046
563	0.1753493448
564	0.1752320664
565	0.1750366738
566	0.1748515883
567	0.1747386789
568	0.1746292362
569	0.1742156864
570	0.1741228229
571	0.1739139994
572	0.1737380369
573	0.1736517312
574	0.1732637445
575	0.1730803978
576	0.1726642293
577	0.1725651825
578	0.172509406
579	0.1724016504
580	0.1721948282
581	0.1720342711
582	0.1719252692
583	0.1717539015
584	0.171537895
585	0.1714216113
586	0.1712080773
587	0.1711741903
588	0.1710275989
589	0.1708181815
590	0.1706510295
591	0.170443343
592	0.1703109391
593	0.1700719521
594	0.1699775047
595	0.1698449707
596	0.1696193667
597	0.1694728843
598	0.1692155513
599	0.1689681903
600	0.168758309
601	0.1686607695
602	0.1684030549
603	0.1682248469
604	0.167685614
605	0.1676401242
606	0.1675601125
607	0.1674808327
608	0.1671804593
609	0.1670790392
610	0.1667794164
611	0.1666317817
612	0.1664311145
613	0.166233945
614	0.1660371116
615	0.1657180063
616	0.1656795839
617	0.1655090293
618	0.1654141924
619	0.1653896896
620	0.1652751557
621	0.1651534786
622	0.1650979489
623	0.1648789774
624	0.164769159
625	0.1645480097
626	0.1641646079
627	0.1641298855
628	0.1640373469
629	0.1638888665
630	0.1638532203
631	0.1636621755
632	0.1634970591
633	0.1633616706
634	0.1632975345
635	0.1631247321
636	0.1628799766
637	0.1627843109
638	0.162691863
639	0.1625966886
640	0.1623616692
641	0.1622109583
642	0.1619541166
643	0.1618192936
644	0.1616472914
645	0.161408892
646	0.1612388244
647	0.1610816951
648	0.1609255297
649	0.160631848
650	0.160545771
651	0.1602242328
652	0.1600146333
653	0.1599324638
654	0.1597718509
655	0.1595030288
656	0.1593271079
657	0.1590186252
658	0.1589647185
659	0.1587799362
660	0.158554488
661	0.1584634348
662	0.1582813852
663	0.1582603862
664	0.1582340038
665	0.1580214239
666	0.1578751774
667	0.1576951345
668	0.157605444
669	0.1575052615
670	0.1574252118
671	0.1573216695
672	0.1570821411
673	0.1569227677
674	0.1567777975
675	0.156415542
676	0.1562906121
677	0.1560903757
678	0.1560588525
679	0.1560358845
680	0.1558477644
681	0.1557467886
682	0.1555332375
683	0.1553132507
684	0.155303581
685	0.1552248684
686	0.1550983193
687	0.1548147929
688	0.1544855649
689	0.1544197725
690	0.1543205741
691	0.1542148454
692	0.1539478403
693	0.1539151124
694	0.1537609685
695	0.153676795
696	0.1536411363
697	0.153527432
698	0.1533414649
699	0.1532155153
700	0.1530589871
701	0.1530407598
702	0.153014274
703	0.1529477357
704	0.152785167
705	0.1526366344
706	0.1524883186
707	0.1523822767
708	0.152161626
709	0.1519568265
710	0.1519069111
711	0.1516904182
712	0.1515413185
713	0.1513812592
714	0.151149315
715	0.1510702102
716	0.150916142
717	0.1505997483
718	0.1504224962
719	0.1501314827
720	0.1500483559
721	0.1499492163
722	0.1498632537
723	0.1497684566
724	0.1495008493
725	0.1494086392
726	0.1492023173
727	0.1490172387
728	0.1488776756
729	0.1487021781
730	0.1485468423
731	0.1483816487
732	0.1481816532
733	0.1480040454
734	0.1478712308
735	0.1476710559
736	0.1475196666
737	0.1473662216
738	0.1473285898
739	0.147270889
740	0.1471048044
741	0.1467716503
742	0.1465148577
743	0.1464387749
744	0.1463045624
745	0.1460253004
746	0.1458045505
747	0.1457026371
748	0.1455141
749	0.145375481
750	0.1453422121
751	0.1452902764
752	0.1451980897
753	0.1450322666
754	0.1447816035
755	0.1446777012
756	0.1444946485
757	0.1442219195
758	0.1441315327
759	0.1439127639
760	0.1438273271
761	0.1434451386
762	0.1433179798
763	0.1432661973
764	0.1429266605
765	0.1427991341
766	0.142728679
767	0.1425528693
768	0.1424900397
769	0.1424553004
770	0.142260499
771	0.1421986713
772	0.1421302459
773	0.1420780785
774	0.1419607245
775	0.1418384408
776	0.1417149659
777	0.1416490942
778	0.1415901138
779	0.1414918207
780	0.1412522197
781	0.1411869321
782	0.1411284662
783	0.1410174944
784	0.140828582
785	0.1407421778
786	0.1405813792
787	0.1405432958
788	0.1403784009
789	0.1402465998
790	0.1401052746
791	0.1399576004
792	0.1398337951
793	0.1398172629
794	0.1395374723
795	0.1393590831
796	0.1392042442
797	0.1390331514
798	0.1388413571
799	0.1386497971
800	0.1385581107
801	0.1385081588
802	0.1383851597
803	0.1383020795
804	0.1382461782
805	0.1380263897
806	0.1378988478
807	0.1377283855
808	0.1376560922
809	0.1375459395
810	0.1374507746
811	0.1372719773
812	0.1372371094
813	0.1371232771
814	0.1368512622
815	0.1366821822
816	0.1365504474
817	0.1363569869
818	0.1361347964
819	0.1359344793
820	0.135765402
821	0.1355099629
822	0.1353005409
823	0.1351754854
824	0.1351000883
825	0.1350310508
826	0.1349455311
827	0.134863728
828	0.134703906
829	0.1345196558
830	0.1345109847
831	0.1344465739
832	0.1342960821
833	0.1341810262
834	0.133892393
835	0.1337886027
836	0.1337685613
837	0.1335910785
838	0.1334958481
839	0.1334624649
840	0.1333608398
841	0.1332666027
842	0.1328870499
843	0.1327815824
844	0.1327077648
845	0.1326691649
846	0.1325999417
847	0.1323881503
848	0.1320242501
849	0.1317990874
850	0.1317040487
851	0.1315436099
852	0.1311670424
853	0.1311060504
854	0.1310273175
855	0.1309932837
856	0.130830122
857	0.1307559677
858	0.1306159891
859	0.1305257544
860	0.1304577939
861	0.1302896314
862	0.1299976221
863	0.1299069669
864	0.1297493195
865	0.1296910432
866	0.1296054978
867	0.1295336798
868	0.1294243119
869	0.1293735815
870	0.129310305
871	0.1291846896
872	0.1291245588
873	0.1291000227
874	0.1289542596
875	0.1287479485
876	0.1286501636
877	0.1285824982
878	0.12846639
879	0.1283764717
880	0.1281768788
881	0.1281548739
882	0.1280917255
883	0.1280578275
884	0.1279741098
885	0.1278550318
886	0.1277298807
887	0.1275502549
888	0.1274024306
889	0.1271728232
890	0.1270680023
891	0.1268109908
892	0.1266958989
893	0.1265678559
894	0.1264305625
895	0.1263361639
896	0.1261453192
897	0.1259271735
898	0.1258168055
899	0.1256231568
900	0.1254877077
901	0.1254633035
902	0.1252838501
903	0.1252391594
904	0.1251407514
905	0.1249570797
906	0.1248739042
907	0.1248268326
908	0.1247709231
909	0.1244843342
910	0.1244578045
911	0.1244194305
912	0.1242927562
913	0.1241680226
914	0.1240755428
915	0.123952023
916	0.1238178708
917	0.1237258349
918	0.1236684048
919	0.1236181348
920	0.1235612718
921	0.1234704414
922	0.1233160807
923	0.123255729
924	0.1231905439
925	0.1231504299
926	0.1230443271
927	0.122972871
928	0.1227771902
929	0.1225693119
930	0.122478214
931	0.1224127148
932	0.1222553002
933	0.1221577151
934	0.1220415402
935	0.1220172995
936	0.1219890719
937	0.1219022904
938	0.1218020764
939	0.1216724057
940	0.1216521967
941	0.1214309297
942	0.1213948703
943	0.1213287365
944	0.1212621061
945	0.1211745186
946	0.1210998872
947	0.1209984325
948	0.1208488841
949	0.1207200545
950	0.1206180146
951	0.1205717847
952	0.1204507272
953	0.1203192951
954	0.1201287874
955	0.120049067
956	0.1199828001
957	0.1198313799
958	0.1196900468
959	0.1196065612
960	0.1195770782
961	0.119499526
962	0.1194657031
963	0.1193763675
964	0.1192608272
965	0.1191355598
966	0.1190831193
967	0.1189771484
968	0.1189403936
969	0.1188829702
970	0.118741878
971	0.1185622172
972	0.1184499634
973	0.1182969843
974	0.1182422052
975	0.1181395654
976	0.1181047186
977	0.1180726005
978	0.117993438
979	0.1179146316
980	0.1178798699
981	0.1177768661
982	0.117744236
983	0.1177060597
984	0.1175990742
985	0.1174825385
986	0.1173619571
987	0.1173198768
988	0.1172689569
989	0.1172395858
990	0.1171032419
991	0.1170335067
992	0.1168836104
993	0.116816778
994	0.1167589813
995	0.1165703249
996	0.1164301953
997	0.116374382
998	0.1162632597
999	0.1162008208
